Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,tokeep,samples
mimic,1,1060,76.0,0.013373889,35386,0.1,30
mimic,1,1070,76.0,0.013870307,35717,0.1,30
mimic,1,1080,76.0,0.014307181,36048,0.1,30
mimic,1,1090,76.0,0.013482303,36379,0.1,30
mimic,1,1100,76.0,0.013961104,36710,0.1,30
mimic,1,1110,76.0,0.013929628,37041,0.1,30
mimic,1,1120,76.0,0.013896301,37372,0.1,30
mimic,1,1130,76.0,0.013652469,37703,0.1,30
mimic,1,1140,76.0,0.013756548,38034,0.1,30
mimic,1,1150,76.0,0.013578127,38365,0.1,30
mimic,1,1160,76.0,0.013589251,38696,0.1,30
mimic,1,1170,76.0,0.013914481,39027,0.1,30
mimic,1,1180,74.0,0.013850269,39358,0.1,30
mimic,1,1190,74.0,0.013539523,39689,0.1,30
mimic,1,1200,74.0,0.014692753,40020,0.1,30
mimic,1,1210,74.0,0.014033915,40351,0.1,30
mimic,1,1220,74.0,0.013389316,40682,0.1,30
mimic,1,1230,76.0,0.013572609,41013,0.1,30
mimic,1,1240,76.0,0.013542138,41344,0.1,30
mimic,1,1250,76.0,0.013688942,41675,0.1,30
mimic,1,1260,76.0,0.013548299,42006,0.1,30
mimic,1,1270,76.0,0.01350465,42337,0.1,30
mimic,1,1280,76.0,0.013414992,42668,0.1,30
mimic,1,1290,76.0,0.013415658,42999,0.1,30
mimic,1,1300,76.0,0.013531569,43330,0.1,30
mimic,1,1310,76.0,0.014443559,43661,0.1,30
mimic,1,1320,76.0,0.013397998,43992,0.1,30
mimic,1,1330,76.0,0.01349568,44323,0.1,30
mimic,1,1340,76.0,0.014477785,44654,0.1,30
mimic,1,1350,76.0,0.013673606,44985,0.1,30
mimic,1,1360,76.0,0.013572576,45316,0.1,30
mimic,1,1370,76.0,0.013429563,45647,0.1,30
mimic,1,1380,76.0,0.013644293,45978,0.1,30
mimic,1,1390,76.0,0.013914213,46309,0.1,30
mimic,1,1400,76.0,0.013936722,46640,0.1,30
mimic,1,1410,76.0,0.014355259,46971,0.1,30
mimic,1,1420,76.0,0.013739923,47302,0.1,30
mimic,1,1430,76.0,0.013838776,47633,0.1,30
mimic,1,1440,76.0,0.013909614,47964,0.1,30
mimic,1,1450,76.0,0.014127425,48295,0.1,30
mimic,1,1460,74.0,0.015353142,48626,0.1,30
mimic,1,1470,76.0,0.013316191,48957,0.1,30
